text	who	ageGroup	soc	sex	u	s	w	c	unclear
KE1	PS0TY	X	UU	u	36	50	244	60	13
KE1	PS0U0	X	UU	u	44	51	226	54	13
KE1	PS0U1	X	UU	u	362	490	3700	720	53
KE1	PS0U2	X	UU	u	275	339	1848	373	100
KE1	PS0U3	Ag2	UU	m	218	236	1381	268	79
KE2	KE2PSUGP	X	UU	u	281	1	1	0	280
KE2	KE2PSUNK	X	UU	u	515	650	4124	673	102
KE2	PS0W2	Ag5	AB	m	3665	4743	41114	5451	88
KE2	PS0W3	Ag3	UU	m	267	268	3443	339	15
KE2	PS0W4	Ag5	AB	f	2061	2430	22308	2429	521
KE2	PS0W5	Ag0	UU	f	895	973	4758	594	48
KE2	PS0W6	Ag0	UU	f	352	405	3637	382	29
KE2	PS0W7	Ag0	UU	m	243	280	1631	277	45
KE2	PS0W8	Ag0	UU	f	128	134	454	123	8
KE2	PS0W9	Ag3	UU	f	110	113	888	88	6
KE2	PS0WA	Ag4	UU	f	81	84	425	49	3
KE3	KE3PSUGP	X	UU	u	0	0	0	0	0
KE3	KE3PSUNK	X	UU	u	319	286	1578	298	137
KE3	PS0V4	Ag3	C1	m	3142	3656	24451	4199	160
KE3	PS0V5	Ag3	C1	f	2764	3026	25529	3506	614
KE3	PS0V6	Ag0	C1	f	917	983	6148	968	327
KE3	PS0V7	Ag5	UU	f	205	236	1878	239	74
KE3	PS0V8	Ag4	UU	f	691	793	5020	637	155
KE3	PS0V9	Ag2	UU	f	80	95	576	68	20
KE3	PS0VA	Ag3	UU	f	34	40	174	41	27
KE3	PS0VB	Ag3	UU	m	120	135	982	175	78
KE3	PS0VC	Ag4	UU	f	61	66	473	109	41
KE4	KE4PSUGP	X	UU	u	1	0	0	0	1
KE4	KE4PSUNK	X	UU	u	6	5	26	8	2
KE4	PS0WN	Ag3	C1	f	1120	1525	6845	1655	43
KE4	PS0WP	Ag2	C1	m	118	148	655	172	38
KE4	PS0WR	Ag0	C1	f	423	527	2617	608	87
KE4	PS0WS	Ag0	C1	m	681	864	4669	1046	116
KE4	PS0WT	Ag0	UU	f	2	2	21	3	0
KE4	PS0WU	Ag3	UU	f	39	51	369	57	11
KE4	PS0WW	Ag4	UU	m	79	98	530	101	2
KE4	PS0WX	Ag3	UU	m	55	61	450	77	13
KE5	KE5PSUGP	X	UU	u	0	0	0	0	0
KE5	KE5PSUNK	X	UU	u	130	32	216	15	96
KE5	PS0X2	Ag1	DE	m	236	238	2463	237	0
KE5	PS0X3	Ag4	DE	m	152	155	1373	145	0
KE5	PS0X4	Ag4	DE	f	99	89	805	52	1
KE5	PS0X5	Ag1	UU	m	36	33	168	10	0
KE5	PS0X6	Ag1	UU	m	25	25	117	14	0
KE5	PS0X7	Ag1	UU	f	3	3	12	0	0
KE6	KE6PSUGP	X	UU	u	0	0	0	0	0
KE6	KE6PSUNK	X	UU	u	637	96	618	68	550
KE6	PS0X8	Ag4	C2	f	4196	5692	48052	6595	636
KE6	PS0X9	Ag2	C2	f	2706	2936	14904	2204	334
KE6	PS0XA	Ag4	C2	m	1062	1197	6365	1199	207
KE6	PS0XB	Ag2	UU	f	6	7	35	5	0
KE6	PS0XC	Ag3	UU	f	4	4	24	1	0
KE6	PS0XD	Ag4	UU	f	491	512	4091	404	121
KE6	PS0XE	Ag5	UU	f	350	356	2936	329	137
KE6	PS0XG	Ag4	UU	f	4	4	12	1	0
KNR	KNRPSUGP	X	UU	u	0	0	0	0	0
KNR	KNRPSUNK	X	UU	u	131	7	34	8	127
KNR	PS4XP	Ag1	UU	f	140	165	1142	176	73
KNR	PS4XR	Ag1	UU	f	134	157	1063	182	66
KNR	PS4XS	Ag1	C2	f	80	90	711	90	57
KNR	PS4XT	Ag1	UU	m	31	36	239	41	5
KNS	KNSPSUGP	X	UU	u	0	0	0	0	0
KNS	KNSPSUNK	X	UU	u	27	15	162	16	15
KNS	PS4XU	X	C1	m	167	264	2429	302	29
KNS	PS4XV	Ag0	UU	m	49	41	363	32	30
KNS	PS5AP	X	UU	u	118	135	1701	126	87
KNS	PS5AR	X	UU	u	36	60	575	67	11
KNS	PS5AS	X	UU	u	2	3	21	3	1
KNT	KNTPS000	X	UU	u	1	1	13	3	1
KNT	KNTPSUGP	X	UU	u	4	0	0	0	4
KNT	KNTPSUNK	X	UU	u	18	17	151	32	7
KNT	PS4XW	Ag0	C1	m	18	20	132	36	4
KNT	PS4XX	Ag0	UU	f	7	6	18	5	2
KNU	KNUPSUGP	X	UU	u	0	0	0	0	0
KNU	KNUPSUNK	X	UU	u	7	4	27	5	4
KNU	PS4Y1	Ag0	AB	u	0	0	0	0	0
KNU	PS4Y2	Ag2	AB	f	4	7	38	9	1
KNV	KNVPS000	X	UU	u	2	1	2	1	1
KNV	KNVPSUGP	X	UU	u	30	5	44	7	25
KNV	KNVPSUNK	X	UU	u	216	173	891	165	109
KNV	PS4Y3	X	C2	m	463	821	5874	1183	196
KNV	PS4Y4	Ag4	UU	m	91	76	257	67	29
KNV	PS4Y5	Ag0	UU	m	45	33	147	27	31
KNV	PS4Y6	Ag0	UU	m	4	5	35	4	3
KNV	PS4Y7	Ag1	C2	f	7	1	1	1	6
KNV	PS4Y8	Ag3	C2	f	24	22	92	21	12
KNV	PS4Y9	Ag0	C2	m	138	110	545	82	83
KNW	KNWPSUGP	X	UU	u	0	0	0	0	0
KNW	KNWPSUNK	X	UU	u	46	34	300	27	23
KNW	PS4YL	X	C1	u	0	0	0	0	0
KNW	PS4YM	Ag4	UU	m	8	43	674	97	15
KNW	PS4YN	Ag4	C1	m	13	18	107	11	1
KNW	PS4YP	Ag0	C1	m	24	22	115	8	6
KNY	KNYPS000	X	UU	u	24	31	226	44	16
KNY	KNYPSUGP	X	UU	u	0	0	0	0	0
KNY	KNYPSUNK	X	UU	u	445	404	2330	460	199
KNY	PS4YX	Ag0	AB	m	285	500	3065	484	81
KNY	PS4YY	Ag0	UU	m	326	423	3043	660	85
KNY	PS500	Ag0	UU	m	373	532	3407	877	60
KNY	PS501	Ag0	UU	f	134	175	1145	221	54
KNY	PS6U5	X	UU	u	23	47	430	52	20
KNY	PS6U6	X	UU	u	166	210	1329	193	57
KP0	KP0PSUGP	X	UU	u	115	0	0	0	106
KP0	KP0PSUNK	X	UU	u	927	956	6502	973	277
KP0	PS50D	Ag1	AB	m	60	72	879	85	17
KP0	PS50E	Ag1	UU	m	3	2	7	2	1
KP0	PS50F	Ag1	UU	m	26	31	435	44	7
KP0	PS50G	Ag1	UU	m	15	14	52	12	2
KP0	PS50J	Ag1	UU	m	5	6	58	7	2
KP1	KP1PSUGP	X	UU	u	0	0	0	0	0
KP1	KP1PSUNK	X	UU	u	1000	199	1038	192	828
KP1	PS50T	Ag3	C1	m	4071	4695	37880	5115	87
KP1	PS50U	Ag5	UU	f	1827	1832	14776	1281	51
KP1	PS50V	Ag3	C1	f	757	777	5056	495	41
KP1	PS50W	Ag1	C1	m	271	266	1433	173	0
KP1	PS50X	Ag0	C1	m	1019	1052	5460	876	172
KP1	PS50Y	Ag3	UU	m	54	54	341	26	0
KP1	PS510	Ag5	UU	m	962	989	5476	943	218
KP2	KP2PSUGP	X	UU	u	120	1	1	0	113
KP2	KP2PSUNK	X	UU	u	107	101	762	73	13
KP2	PS513	X	AB	f	478	467	3397	425	49
KP2	PS514	Ag0	UU	f	152	143	1126	157	28
KP2	PS515	X	UU	f	64	62	1466	229	16
KP2	PS516	Ag0	UU	f	55	54	376	33	4
KP2	PS517	X	UU	m	21	21	216	22	5
KP2	PS518	Ag0	UU	f	112	112	803	88	21
KP2	PS519	Ag0	UU	f	118	117	1094	103	20
KP3	KP3PS000	X	UU	u	155	196	1379	170	87
KP3	KP3PSUGP	X	UU	u	0	0	0	0	0
KP3	KP3PSUNK	X	UU	u	450	580	4202	651	237
KP3	PS51F	Ag0	C1	f	768	1291	7100	1321	210
KP3	PS51G	Ag0	UU	f	359	467	2516	436	143
KP3	PS51H	Ag0	UU	m	2	2	9	1	2
KP3	PS51J	X	UU	m	70	272	2623	265	67
KP3	PS51K	Ag0	UU	f	4	4	16	4	0
KP3	PS51L	X	UU	m	2	3	16	3	0
KP3	PS51M	X	UU	m	14	28	243	20	19
KP3	PS6U7	X	UU	u	20	59	644	54	48
KP4	KP4PS000	X	UU	u	53	53	246	53	34
KP4	PS51S	Ag1	C1	f	1578	2155	18975	2538	277
KP4	PS51T	Ag1	UU	f	303	226	1492	221	169
KP4	PS51U	Ag0	UU	f	164	118	814	106	103
KP4	PS51V	Ag0	UU	m	37	38	221	28	13
KP4	PS51W	Ag0	UU	m	181	163	1272	156	78
KP4	PS6P2	Ag0	UU	f	80	84	535	85	46
KP4	PS6P3	Ag1	UU	m	85	46	287	40	80
KP4	PS6P4	Ag1	UU	m	102	70	250	69	69
KP4	PS6U1	X	UU	u	1883	1425	10962	1417	965
KP5	KP5PSUGP	X	UU	u	0	0	0	0	0
KP5	KP5PSUNK	X	UU	u	1101	1189	5443	1213	185
KP5	PS527	Ag1	C1	f	1944	2788	17597	3569	131
KP5	PS6P5	Ag1	UU	f	105	123	522	131	13
KP5	PS6TP	X	UU	u	1	1	7	1	0
KP6	KP6PSUGP	X	UU	u	0	0	0	0	0
KP6	KP6PSUNK	X	UU	u	931	947	8495	1069	304
KP6	PS52C	Ag1	AB	f	1257	1633	18445	2345	184
KP6	PS52D	Ag1	UU	f	27	33	167	31	9
KP6	PS52E	Ag1	UU	f	12	11	42	10	4
KP6	PS52F	Ag1	UU	f	336	418	4530	571	63
KP6	PS52G	Ag1	UU	f	218	226	1877	248	59
KP6	PS52H	Ag1	UU	f	10	10	44	10	2
KP6	PS52J	Ag1	UU	m	23	24	120	23	13
KP6	PS52K	X	AB	m	261	314	2240	355	66
KP6	PS52L	X	AB	f	43	43	352	50	2
KP7	KP7PSUGP	X	UU	u	31	0	0	0	30
KP7	KP7PSUNK	X	UU	u	11	10	43	6	4
KP7	PS52N	Ag3	C2	m	117	147	830	152	40
KP7	PS52P	Ag3	UU	m	31	31	177	34	10
KP7	PS52R	Ag4	UU	m	13	11	29	11	7
KP7	PS52S	Ag1	UU	m	16	24	125	27	22
KP7	PS6P8	Ag2	C2	f	38	39	324	33	10
KP7	PS6P9	Ag3	UU	f	31	44	233	41	7
KP7	PS6PA	Ag2	UU	m	2	2	5	1	0
KP7	PS6PB	Ag0	C2	m	69	66	183	43	22
KP8	KP8PSUGP	X	UU	u	0	0	0	0	0
KP8	KP8PSUNK	X	UU	u	1	0	0	0	1
KP8	PS52T	Ag2	AB	m	215	287	1580	328	31
KP8	PS52U	Ag2	AB	f	1220	1747	9768	2076	31
KP8	PS52V	Ag0	AB	m	473	588	1988	625	33
KP8	PS52W	Ag0	AB	m	319	383	1375	422	42
KP8	PS52X	Ag5	UU	f	465	644	5625	1082	43
KP8	PS52Y	Ag5	UU	f	188	207	1415	271	23
KP8	PS530	Ag5	UU	f	19	28	200	43	3
KP9	KP9PSUGP	X	UU	u	0	0	0	0	0
KP9	KP9PSUNK	X	UU	u	97	79	460	91	26
KP9	PS532	Ag0	C1	m	326	493	2845	567	18
KP9	PS533	Ag4	C1	m	29	33	153	37	5
KP9	PS534	Ag3	UU	f	102	138	850	163	6
KP9	PS535	Ag1	UU	f	67	84	579	106	7
KP9	PS5AK	X	UU	u	112	132	760	147	10
KP9	PS5AL	X	UU	u	50	52	270	54	14
KP9	PS6PS	Ag1	UU	f	85	88	517	100	13
KP9	PS6PT	Ag4	UU	m	97	98	494	107	17
KP9	PS6PU	Ag3	UU	m	13	14	74	13	0
KPA	KPAPS000	X	UU	u	129	603	6826	604	201
KPA	KPAPSUGP	X	UU	u	0	0	0	0	0
KPA	KPAPSUNK	X	UU	u	535	549	3372	498	271
KPA	PS53C	Ag0	C1	m	966	1283	8432	1166	246
KPA	PS53D	Ag0	UU	m	116	125	689	143	46
KPA	PS53E	X	UU	m	87	227	1527	240	59
KPA	PS53F	Ag0	UU	m	65	89	562	76	25
KPA	PS53G	Ag0	UU	m	273	410	2653	366	107
KPA	PS53H	Ag0	UU	m	338	409	4183	465	73
KPA	PS53J	Ag0	UU	m	18	21	150	18	7
KPA	PS53K	Ag0	UU	m	16	19	111	19	8
KPB	KPBPS000	X	UU	u	170	189	591	234	4
KPB	KPBPSUGP	X	UU	u	0	0	0	0	0
KPB	KPBPSUNK	X	UU	u	3	2	10	2	1
KPB	PS540	Ag1	C1	m	222	354	1759	499	1
KPB	PS5AW	X	UU	u	52	75	562	102	2
KPC	PS543	Ag2	AB	f	114	329	1707	327	53
KPC	PS544	Ag0	AB	m	45	46	203	43	16
KPC	PS545	Ag0	AB	f	53	54	191	45	21
KPC	PS546	Ag0	AB	m	36	34	48	33	6
KPC	PS548	Ag2	AB	m	1	4	12	4	1
KPD	KPDPSUGP	X	UU	u	0	0	0	0	0
KPD	KPDPSUNK	X	UU	u	1	0	0	0	0
KPD	PS549	Ag3	C2	m	246	328	2128	437	20
KPD	PS54A	Ag0	C2	f	50	57	168	58	12
KPD	PS54B	Ag0	C2	f	25	32	178	35	4
KPD	PS54C	Ag2	C2	f	163	229	1569	295	39
KPD	PS54D	Ag5	UU	m	71	77	476	107	14
KPD	PS54E	Ag5	UU	f	68	83	622	96	23
KPE	KPEPS000	X	UU	u	64	80	400	103	30
KPE	KPEPS001	X	UU	u	12	12	38	13	1
KPE	PS54G	Ag1	UU	f	1115	1299	7098	1447	340
KPE	PS54H	Ag1	UU	f	264	303	1492	321	54
KPE	PS54J	Ag1	UU	f	2	2	10	2	1
KPE	PS54K	Ag1	UU	m	73	50	283	44	53
KPE	PS54L	Ag1	UU	f	373	452	2705	538	113
KPE	PS6U2	X	UU	u	1250	1003	4799	943	809
KPF	KPFPSUGP	X	UU	u	20	0	0	0	8
KPF	KPFPSUNK	X	UU	u	161	151	1183	168	75
KPF	PS54T	Ag1	AB	m	169	173	1115	211	59
KPF	PS54U	Ag1	UU	m	46	51	248	53	16
KPF	PS54V	Ag0	AB	m	72	84	948	107	38
KPF	PS54Y	Ag1	UU	m	41	41	290	47	22
KPF	PS550	Ag1	UU	m	31	38	293	40	19
KPG	KPGPSUGP	X	UU	u	100	15	134	37	72
KPG	KPGPSUNK	X	UU	u	758	853	4568	1001	222
KPG	PS555	Ag0	C2	f	1866	3698	29465	5426	375
KPG	PS556	Ag1	UU	f	568	663	3430	770	101
KPG	PS557	Ag1	UU	f	117	136	536	160	25
KPG	PS558	Ag1	UU	f	14	16	81	18	3
KPG	PS559	Ag1	UU	m	44	39	136	44	6
KPG	PS55A	Ag0	UU	m	352	349	1135	377	124
KPG	PS55B	Ag0	UU	m	90	88	417	105	53
KPG	PS55C	Ag0	UU	m	70	61	333	80	25
KPG	PS55D	Ag0	UU	m	3	3	5	2	0
KPG	PS55E	Ag1	UU	f	11	5	25	4	7
KPG	PS55F	Ag0	UU	f	16	20	102	26	5
KPG	PS55G	X	UU	f	93	107	551	117	33
KPG	PS55H	X	UU	f	90	100	476	114	23
KPG	PS55J	X	UU	f	26	33	362	44	23
KPG	PS55K	Ag1	UU	f	47	54	450	86	20
KPG	PS55L	Ag0	UU	f	67	80	624	99	29
KPG	PS55M	Ag1	UU	m	7	8	24	9	1
KPG	PS55N	Ag1	UU	m	9	13	83	20	6
KPG	PS55P	X	UU	f	2	2	2	2	0
KPG	PS55R	Ag1	UU	m	13	11	60	18	7
KPG	PS55S	Ag1	UU	m	40	38	225	43	16
KPG	PS5AG	X	UU	f	47	53	343	53	18
KPG	PS5AH	Ag1	UU	f	18	21	95	21	2
KPG	PS5AJ	X	UU	u	1	1	2	1	0
KPG	PS6R3	Ag1	UU	m	98	100	391	108	18
KPG	PS6R4	Ag0	UU	f	37	38	107	43	1
KPG	PS6R5	Ag1	UU	m	20	24	113	26	6
KPG	PS6R6	Ag1	UU	f	13	18	97	20	2
KPG	PS6R7	X	UU	m	17	28	377	58	31
KPG	PS6TS	X	UU	u	55	49	278	59	20
KPG	PS6TT	X	UU	u	50	53	318	61	23
KPG	PS6TU	X	UU	u	16	24	167	30	3
KPG	PS6TY	X	UU	u	2	3	15	3	0
KPH	KPHPSUGP	X	UU	u	0	0	0	0	0
KPH	KPHPSUNK	X	UU	u	597	554	4212	585	179
KPH	PS55T	Ag1	C2	f	569	660	4160	730	71
KPH	PS55U	Ag1	UU	f	372	438	3350	463	95
KPH	PS55V	Ag1	UU	f	24	25	289	35	8
KPH	PS6U9	X	UU	u	16	17	125	18	2
KPJ	KPJPSUGP	X	UU	u	0	0	0	0	0
KPJ	KPJPSUNK	X	UU	u	57	76	659	118	26
KPJ	PS560	Ag1	C1	f	188	268	1352	310	29
KPJ	PS561	Ag2	UU	f	51	101	835	144	11
KPJ	PS562	Ag2	UU	m	101	130	955	159	23
KPK	KPKPS000	X	UU	u	16	17	90	19	8
KPK	KPKPS001	X	UU	u	148	142	680	143	18
KPK	KPKPS002	X	UU	u	56	58	251	54	8
KPK	KPKPS003	X	UU	u	16	18	80	21	2
KPK	KPKPS004	X	UU	u	15	15	73	14	4
KPK	KPKPS005	X	UU	u	2	2	9	2	0
KPK	KPKPSUGP	X	UU	u	0	0	0	0	0
KPK	KPKPSUNK	X	UU	u	100	119	609	138	14
KPK	PS563	Ag1	C1	f	291	444	2697	518	21
KPK	PS564	Ag2	UU	m	88	100	478	106	15
KPK	PS565	Ag2	UU	m	61	67	325	77	7
KPL	KPLPSUGP	X	UU	u	38	6	15	8	34
KPL	KPLPSUNK	X	UU	u	443	463	2881	690	144
KPL	PS56D	Ag0	C1	m	310	354	2820	620	37
KPL	PS56E	Ag0	UU	f	32	35	164	32	13
KPL	PS56F	Ag0	UU	m	10	10	78	19	4
KPM	KPMPS000	X	UU	u	126	152	943	159	33
KPM	KPMPS001	X	UU	u	40	48	439	75	11
KPM	KPMPS002	X	UU	u	64	89	834	142	24
KPM	KPMPS003	X	UU	u	29	36	271	49	10
KPM	KPMPS004	X	UU	u	159	181	1284	177	38
KPM	KPMPS005	X	UU	u	15	13	71	12	5
KPM	KPMPS006	X	UU	u	136	172	1112	179	34
KPM	KPMPSUGP	X	UU	u	0	0	0	0	0
KPM	KPMPSUNK	X	UU	u	162	134	777	161	65
KPM	PS56M	Ag5	C1	f	484	574	4009	663	134
KPN	KPNPSUGP	X	UU	u	9	0	0	0	5
KPN	KPNPSUNK	X	UU	u	79	105	764	136	25
KPN	PS571	Ag1	AB	f	123	146	868	183	16
KPN	PS572	Ag1	UU	f	15	15	55	13	0
KPN	PS573	Ag1	UU	f	38	36	159	40	8
KPN	PS574	Ag1	UU	f	47	51	210	54	6
KPN	PS575	Ag4	UU	f	13	39	462	61	5
KPN	PS576	Ag1	UU	f	83	140	1059	196	4
KPN	PS577	Ag1	UU	f	51	63	387	80	1
KPN	PS578	Ag1	UU	f	4	4	22	7	3
KPP	KPPPSUGP	X	UU	u	0	0	0	0	0
KPP	KPPPSUNK	X	UU	u	535	296	1819	285	417
KPP	PS57A	Ag0	AB	m	488	551	3572	645	131
KPP	PS57B	Ag1	UU	m	58	57	261	54	40
KPP	PS57C	Ag1	UU	m	76	92	580	85	51
KPP	PS57D	Ag1	UU	f	133	180	1085	200	46
KPP	PS57E	Ag1	UU	m	120	126	731	141	61
KPP	PS57F	Ag0	UU	m	14	14	82	14	5
KPP	PS57G	Ag0	UU	m	5	4	12	3	4
KPR	KPRPSUGP	X	UU	u	1	1	13	1	1
KPR	KPRPSUNK	X	UU	u	1	1	8	2	0
KPR	PS57L	Ag1	C1	f	479	593	3009	669	47
KPR	PS57M	Ag1	UU	m	553	678	3466	780	59
KPR	PS57N	Ag1	UU	m	549	708	3823	883	65
KPS	KPSPSUGP	X	UU	u	0	0	0	0	0
KPS	KPSPSUNK	X	UU	u	1	2	20	4	1
KPS	PS57P	Ag1	DE	f	4	7	41	7	2
KPS	PS57R	Ag0	DE	f	2	2	6	2	0
KPS	PS57S	Ag0	UU	f	2	2	3	2	2
KPT	KPTPS000	X	UU	u	2	2	11	1	2
KPT	KPTPS001	X	UU	u	1	1	5	2	0
KPT	KPTPSUGP	X	UU	u	2	0	0	0	2
KPT	KPTPSUNK	X	UU	u	49	54	214	58	9
KPT	PS57T	Ag0	AB	m	466	776	4902	1005	30
KPT	PS57U	Ag1	UU	m	80	84	422	94	18
KPT	PS57V	Ag1	UU	m	345	400	1749	465	56
KPT	PS57W	Ag1	UU	m	19	29	275	42	6
KPT	PS6RV	Ag1	UU	m	4	4	12	4	0
KPU	KPUPSUGP	X	UU	u	0	0	0	0	0
KPU	KPUPSUNK	X	UU	u	119	2	9	2	88
KPU	PS582	Ag2	C1	f	653	718	3869	723	64
KPU	PS583	Ag2	C1	f	768	968	6207	1083	53
KPU	PS584	Ag3	UU	m	541	612	3781	625	106
KPU	PS585	Ag3	UU	m	551	656	4179	696	119
KPV	KPVPS000	X	UU	u	412	468	3726	810	102
KPV	KPVPS001	X	UU	u	66	86	949	200	27
KPV	KPVPS002	X	UU	u	271	356	3560	748	74
KPV	KPVPS003	X	UU	u	262	703	6761	1151	74
KPV	KPVPSUGP	X	UU	u	0	0	0	0	0
KPV	KPVPSUNK	X	UU	u	4078	4348	35117	7858	1543
KPV	PS586	Ag1	AB	f	899	1171	12144	2552	205
KPV	PS5AF	Ag1	UU	f	50	71	771	137	17
KPV	PS6RW	X	UU	f	255	570	7988	1424	213
KPV	PS6RX	Ag1	UU	f	67	68	428	96	13
KPV	PS6RY	Ag1	UU	f	121	124	912	188	35
KPW	KPWPSUGP	X	UU	u	2	6	62	10	3
KPW	KPWPSUNK	X	UU	u	205	199	1212	209	122
KPW	PS58H	Ag1	C2	m	70	76	378	77	22
KPW	PS58J	Ag1	UU	m	277	349	2488	446	138
KPW	PS6SM	Ag1	UU	f	273	329	2204	395	105
KPW	PS6SN	Ag1	C2	f	8	8	35	10	1
KPW	PS6SP	X	C2	f	46	56	878	71	18
KPX	KPXPSUGP	X	UU	u	0	0	0	0	0
KPX	KPXPSUNK	X	UU	u	317	263	1146	274	129
KPX	PS58K	Ag0	AB	m	370	552	3086	679	28
KPX	PS58L	X	UU	m	25	30	104	27	8
KPX	PS58M	Ag0	UU	f	78	94	461	101	14
KPX	PS58N	Ag0	UU	m	123	126	516	143	22
KPX	PS58P	Ag0	UU	m	61	59	267	55	23
KPX	PS5AV	Ag0	UU	f	2	2	8	1	1
KPY	KPYPSUGP	X	UU	u	120	1	1	0	116
KPY	KPYPSUNK	X	UU	u	383	376	2606	403	87
KPY	PS58U	Ag0	C1	f	508	512	4447	731	53
KPY	PS58V	Ag0	UU	f	57	57	297	56	24
KPY	PS58W	Ag0	UU	f	1	1	6	1	0
KPY	PS58X	Ag0	UU	m	34	34	166	24	12
KPY	PS58Y	Ag3	C1	f	45	44	485	51	10
KPY	PS590	Ag0	UU	f	11	11	82	9	0
KPY	PS591	Ag0	C1	f	44	43	240	35	7
KPY	PS5AN	Ag4	UU	f	1	1	4	0	0
KR0	KR0PS000	X	UU	u	173	208	1777	310	24
KR0	KR0PS001	X	UU	u	13	11	42	10	6
KR0	KR0PSUGP	X	UU	u	0	0	0	0	0
KR0	KR0PSUNK	X	UU	u	188	81	509	53	98
KR0	PS59B	Ag4	C1	f	915	981	7643	1045	221
KR0	PS59C	Ag4	UU	f	418	441	3441	497	115
KR0	PS59D	Ag1	UU	f	83	75	513	74	27
KR0	PS59E	Ag4	UU	f	86	92	628	123	49
KR0	PS59F	Ag1	UU	m	359	358	2363	416	90
KR0	PS59G	Ag0	UU	m	224	252	2207	291	32
KR0	PS59H	Ag0	UU	f	167	160	1134	105	23
KR1	KR1PSUGP	X	UU	u	64	3	30	1	67
KR1	KR1PSUNK	X	UU	u	208	140	1217	90	138
KR1	PS59U	Ag0	C1	m	274	445	3617	526	148
KR1	PS59V	Ag0	UU	m	46	47	221	25	16
KR1	PS59W	Ag0	UU	m	20	21	74	9	3
KR1	PS59X	Ag4	C1	m	21	18	89	12	17
KR1	PS59Y	Ag0	C1	f	25	19	72	5	15
KR1	PS5A0	Ag0	UU	m	32	35	159	33	8
KR2	PS001	X	UU	u	8	0	0	0	7
KR2	PS5A1	Ag0	C2	m	587	957	4865	1202	104
KR2	PS5A2	Ag0	UU	m	1	1	9	1	0
KR2	PS5A3	Ag0	UU	f	29	75	604	136	6
KR2	PS5A4	Ag3	C2	f	163	146	755	140	75
KR2	PS5A5	Ag0	C2	m	42	39	83	34	11
KR2	PS5A6	Ag0	UU	m	126	93	269	90	57
KR2	PS5A7	Ag1	C2	f	16	15	83	15	6
KR2	PS5A8	Ag1	UU	m	7	5	8	5	3
KR2	PS5A9	X	UU	m	6	6	7	7	2
KR2	PS5AA	Ag0	UU	m	142	197	1023	214	15
KR2	PS5AB	Ag0	UU	f	9	16	55	15	1
KR2	PS5AT	X	UU	u	1	0	0	0	0
KR2	PS6U4	X	UU	u	109	105	363	98	25
KSN	KSNPSUGP	X	UU	u	27	4	4	4	1
KSN	KSNPSUNK	X	UU	u	1499	1360	7329	1807	789
KSN	PS6NV	Ag0	C1	m	144	445	3919	769	20
KSN	PS6NW	Ag0	UU	m	276	534	2951	651	12
KSN	PS6NX	Ag0	C1	m	67	80	370	88	2
KSP	KSPPSUGP	X	UU	u	0	0	0	0	0
KSP	KSPPSUNK	X	UU	u	5	5	38	6	0
KSP	PS6NY	Ag0	C2	m	77	83	432	100	13
KSP	PS6P0	Ag0	UU	m	98	120	608	157	13
KSP	PS6P1	Ag0	UU	m	85	98	472	115	23
KSR	KSRPSUGP	X	UU	u	37	2	2	2	2
KSR	KSRPSUNK	X	UU	u	36	36	210	47	2
KSR	PS6PC	Ag1	AB	f	168	228	1407	258	7
KSR	PS6PD	Ag2	UU	m	117	202	1454	305	8
KSR	PS6PE	Ag1	UU	f	22	17	65	18	9
KSR	PS6PF	Ag1	UU	m	168	179	967	188	11
KSR	PS6PG	Ag4	UU	f	30	37	154	41	9
KSR	PS6PH	Ag4	UU	m	333	404	3151	522	12
KSR	PS6PM	Ag2	UU	m	150	164	939	194	7
KSR	PS6PN	Ag3	UU	m	152	165	982	172	11
KSR	PS6PP	Ag4	UU	m	141	143	749	130	9
KSR	PS6PR	Ag4	UU	m	95	95	526	98	7
KSR	PS6TR	X	UU	u	4	4	8	4	0
KSS	KSSPSUGP	X	UU	u	218	4	2	3	221
KSS	KSSPSUNK	X	UU	u	14	12	72	11	6
KSS	PS6R8	Ag4	DE	f	1316	1594	13081	1602	429
KSS	PS6R9	Ag4	DE	m	792	834	4621	715	201
KSS	PS6RA	Ag1	UU	m	93	101	554	112	44
KSS	PS6RB	Ag1	DE	f	315	415	2348	375	65
KSS	PS6RC	Ag5	UU	f	945	1344	11244	1553	562
KSS	PS6RD	Ag5	UU	m	600	624	3710	571	238
KSS	PS6RE	Ag1	UU	f	57	49	228	20	6
KSS	PS6RF	Ag2	UU	m	179	173	1923	192	42
KST	KSTPSUGP	X	UU	u	0	0	0	0	0
KST	KSTPSUNK	X	UU	u	38	19	236	30	26
KST	PS6RG	Ag4	AB	f	1896	2512	15213	2838	152
KST	PS6TD	X	UU	u	955	1277	8507	1563	141
KST	PS6TE	X	UU	u	491	549	5263	580	16
KST	PS6TF	X	UU	u	555	685	3518	672	87
KST	PS6TG	X	UU	u	126	153	901	185	8
KST	PS6TH	X	UU	u	123	126	501	125	45
KST	PS6TJ	X	UU	u	20	25	113	24	3
KSU	KSUPSUGP	X	UU	u	0	0	0	0	0
KSU	KSUPSUNK	X	UU	u	59	68	258	73	5
KSU	PS6RM	Ag0	C2	m	95	117	472	122	10
KSU	PS6RN	Ag4	C2	f	105	138	772	151	7
KSU	PS6RP	Ag4	UU	f	95	106	558	112	11
KSU	PS6RR	Ag1	C2	m	46	65	339	72	14
KSV	KSVPSUGP	X	UU	u	0	0	0	0	0
